Tag_Number,Plant_Unit_Code,Subsystem_Description,Equipment_Service_Name,PID_Drawing_Reference,Instrument_Type,Measurement_Unit,Calibrated_Span,Design_Code_Standard,Metallurgy_Specification,Piping_Line_Size_Inches,Flange_Rating_ANSI,Design_Pressure_PSIG,Operating_Pressure_PSIG,Design_Temp_DegC,Operating_Temp_DegC,Safety_Integrity_Level,Voting_Logic,Normal_Operating_Value,Alarm_Low_PAL,Alarm_High_PAH,Trip_Low_PSLL,Trip_High_PSHH,Fail_Safe_Position,Four_Eyes_Auth_Required,Last_Calibration_Date,Next_Calibration_Due,Health_Integrity_Status,Assigned_Area_Engineer
01-AT-455D,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Online Gas Analyzer (H2S/O2/CO) Loop #455,PID-MRPL-CDU-455-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,3,300# RF,466,334,218,164,SIL-1,1oo1,5.61,0.0,15.0,0.0,50.0,N/A,FALSE,2024-08-07,2025-08-07,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
04-LT-456A,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Level Radar Transmitter Loop #456,PID-MRPL-HGU-456-REV4.2,Level Radar Transmitter,%,0 - 100 %,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,30,600# RF,892,578,147,128,SIL-1,1oo1,53.42,35.0,75.0,20.0,85.0,N/A,FALSE,2024-12-17,2025-12-17,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
05-PT-457B,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Pressure Transmitter Loop #457,PID-MRPL-SRU-457-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,20,900# RTJ,1525,1186,144,116,SIL-3,2oo3,76.47,60.0,80.0,50.0,85.0,N/A,TRUE,2024-06-11,2025-06-11,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
05-CV-458C,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Pneumatic Control Valve Loop #458,PID-MRPL-SRU-458-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,12,900# RTJ,636,500,276,209,Non-SIL,1oo1,51.5,10.0,90.0,5.0,95.0,Fail Closed (FC),FALSE,2024-11-05,2025-11-05,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
03-AT-459D,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Online Gas Analyzer (H2S/O2/CO) Loop #459,PID-MRPL-FCCU-459-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,12,300# RF,848,541,333,251,SIL-1,1oo1,4.85,0.0,15.0,0.0,50.0,N/A,FALSE,2024-11-14,2025-11-14,CRITICAL (Immediate Turnaround Recalibration),Er. R. K. Shenoy (EMP-3841)
07-MOV-460A,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Motor Operated Isolation Valve Loop #460,PID-MRPL-SPM-460-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,2,150# RF,477,365,188,158,SIL-2,1oo2,0.94,0.0,1.0,0.0,1.0,Fail Locked (FL),TRUE,2024-04-06,2025-04-06,ALERT (Scheduled Inspection Window),Er. Sunita Patil (EMP-2490)
03-FT-461B,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Flow Transmitter Loop #461,PID-MRPL-FCCU-461-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,48,2500# RTJ,878,730,325,237,Non-SIL,1oo1,193.35,130.0,220.0,100.0,245.0,N/A,FALSE,2024-06-24,2025-06-24,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
04-VT-462C,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Bearing Vibration Accelerometer Loop #462,PID-MRPL-HGU-462-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,48,1500# RTJ,1677,1007,296,237,SIL-3,2oo3,2.07,1.0,4.5,0.5,7.0,N/A,TRUE,2024-07-09,2025-07-09,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
08-PT-463D,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Pressure Transmitter Loop #463,PID-MRPL-SWRO-463-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,4,300# RF,245,205,458,358,SIL-3,2oo3,75.98,60.0,80.0,50.0,85.0,N/A,TRUE,2024-03-25,2025-03-25,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
03-VT-464A,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Bearing Vibration Accelerometer Loop #464,PID-MRPL-FCCU-464-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,16,1500# RTJ,446,335,165,124,SIL-3,2oo3,2.09,1.0,4.5,0.5,7.0,N/A,TRUE,2024-12-14,2025-12-14,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
01-FT-465B,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Flow Transmitter Loop #465,PID-MRPL-CDU-465-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,2,900# RTJ,239,160,134,97,Non-SIL,1oo1,197.88,130.0,220.0,100.0,245.0,N/A,FALSE,2024-10-04,2025-10-04,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
06-VT-466C,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Bearing Vibration Accelerometer Loop #466,PID-MRPL-PPU-466-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,16,600# RF,1568,1324,294,208,Non-SIL,1oo1,2.23,1.0,4.5,0.5,7.0,N/A,FALSE,2024-08-27,2025-08-27,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
06-MOV-467D,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Motor Operated Isolation Valve Loop #467,PID-MRPL-PPU-467-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,8,2500# RTJ,222,138,319,242,SIL-2,1oo2,1.05,0.0,1.0,0.0,1.0,Fail Locked (FL),TRUE,2024-05-30,2025-05-30,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
08-SV-468A,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO ASME VIII Safety Relief Valve Loop #468,PID-MRPL-SWRO-468-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,16,1500# RTJ,861,608,434,352,Non-SIL,1oo1,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-09-22,2025-09-22,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
07-FT-469B,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Flow Transmitter Loop #469,PID-MRPL-SPM-469-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),2,1500# RTJ,350,279,219,175,SIL-3,2oo3,170.47,130.0,220.0,100.0,245.0,N/A,TRUE,2024-08-15,2025-08-15,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
05-XV-470C,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Emergency Shutdown (ESD) Valve Loop #470,PID-MRPL-SRU-470-REV4.2,Emergency Shutdown (ESD) Valve,Status,Trip Action Fast Stroke,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,24,1500# RTJ,588,427,226,171,SIL-3,2oo3,1.04,0.0,1.0,0.0,1.0,Fail Closed (FC),TRUE,2024-08-27,2025-08-27,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
06-LT-471D,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Level Radar Transmitter Loop #471,PID-MRPL-PPU-471-REV4.2,Level Radar Transmitter,%,0 - 100 %,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,36,300# RF,780,482,484,404,SIL-1,1oo1,52.88,35.0,75.0,20.0,85.0,N/A,FALSE,2024-03-23,2025-03-23,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
04-VT-472A,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Bearing Vibration Accelerometer Loop #472,PID-MRPL-HGU-472-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,20,300# RF,1355,934,167,145,SIL-2,1oo2,2.17,1.0,4.5,0.5,7.0,N/A,TRUE,2024-09-17,2025-09-17,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
06-LT-473B,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Level Radar Transmitter Loop #473,PID-MRPL-PPU-473-REV4.2,Level Radar Transmitter,%,0 - 100 %,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),36,2500# RTJ,1160,698,404,301,Non-SIL,1oo1,55.09,35.0,75.0,20.0,85.0,N/A,FALSE,2024-04-16,2025-04-16,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
07-CV-474C,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Pneumatic Control Valve Loop #474,PID-MRPL-SPM-474-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,30,2500# RTJ,1364,1122,308,258,SIL-2,1oo2,51.91,10.0,90.0,5.0,95.0,Fail Closed (FC),TRUE,2024-04-07,2025-04-07,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
03-SV-475D,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU ASME VIII Safety Relief Valve Loop #475,PID-MRPL-FCCU-475-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,20,150# RF,465,307,227,160,SIL-2,1oo2,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-04-17,2025-04-17,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
05-MOV-476A,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Motor Operated Isolation Valve Loop #476,PID-MRPL-SRU-476-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,30,900# RTJ,1178,712,324,243,Non-SIL,1oo1,1.05,0.0,1.0,0.0,1.0,Fail Locked (FL),FALSE,2024-09-15,2025-09-15,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
05-AT-477B,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Online Gas Analyzer (H2S/O2/CO) Loop #477,PID-MRPL-SRU-477-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,16,1500# RTJ,450,278,302,245,SIL-1,1oo1,4.85,0.0,15.0,0.0,50.0,N/A,FALSE,2024-05-06,2025-05-06,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
06-AT-478C,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Online Gas Analyzer (H2S/O2/CO) Loop #478,PID-MRPL-PPU-478-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),36,1500# RTJ,712,522,354,309,Non-SIL,1oo1,4.86,0.0,15.0,0.0,50.0,N/A,FALSE,2024-12-04,2025-12-04,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
07-FT-479D,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Flow Transmitter Loop #479,PID-MRPL-SPM-479-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,10,900# RTJ,1682,1283,524,425,SIL-3,2oo3,184.79,130.0,220.0,100.0,245.0,N/A,TRUE,2024-08-27,2025-08-27,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
07-CV-480A,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Pneumatic Control Valve Loop #480,PID-MRPL-SPM-480-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,48,150# RF,1744,1326,279,239,SIL-1,1oo1,49.36,10.0,90.0,5.0,95.0,Fail Closed (FC),FALSE,2024-05-25,2025-05-25,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
04-PT-481B,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Pressure Transmitter Loop #481,PID-MRPL-HGU-481-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,6,1500# RTJ,1658,1203,214,152,SIL-1,1oo1,67.51,60.0,80.0,50.0,85.0,N/A,FALSE,2024-09-29,2025-09-29,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
06-AT-482C,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Online Gas Analyzer (H2S/O2/CO) Loop #482,PID-MRPL-PPU-482-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,30,2500# RTJ,503,417,194,140,SIL-2,1oo2,5.02,0.0,15.0,0.0,50.0,N/A,TRUE,2024-04-03,2025-04-03,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
05-AT-483D,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Online Gas Analyzer (H2S/O2/CO) Loop #483,PID-MRPL-SRU-483-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),12,900# RTJ,1283,785,441,349,Non-SIL,1oo1,5.0,0.0,15.0,0.0,50.0,N/A,FALSE,2024-12-11,2025-12-11,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
01-VT-484A,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Bearing Vibration Accelerometer Loop #484,PID-MRPL-CDU-484-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,6,300# RF,1283,771,549,468,SIL-1,1oo1,2.33,1.0,4.5,0.5,7.0,N/A,FALSE,2024-05-26,2025-05-26,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
07-MOV-485B,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Motor Operated Isolation Valve Loop #485,PID-MRPL-SPM-485-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,10,150# RF,684,457,128,97,SIL-1,1oo1,1.01,0.0,1.0,0.0,1.0,Fail Locked (FL),FALSE,2024-06-18,2025-06-18,CRITICAL (Immediate Turnaround Recalibration),Er. Anand Rao (EMP-1829)
08-VT-486C,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Bearing Vibration Accelerometer Loop #486,PID-MRPL-SWRO-486-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,36,2500# RTJ,1165,738,442,335,SIL-2,1oo2,2.1,1.0,4.5,0.5,7.0,N/A,TRUE,2024-08-05,2025-08-05,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
02-AT-487D,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Online Gas Analyzer (H2S/O2/CO) Loop #487,PID-MRPL-DHDT-487-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),20,2500# RTJ,987,701,440,381,SIL-1,1oo1,4.91,0.0,15.0,0.0,50.0,N/A,FALSE,2024-04-24,2025-04-24,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
03-TT-488A,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Temperature Transmitter Loop #488,PID-MRPL-FCCU-488-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,36,600# RF,1290,853,130,106,SIL-2,1oo2,357.35,310.0,385.0,270.0,410.0,N/A,TRUE,2024-07-26,2025-07-26,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
03-MOV-489B,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Motor Operated Isolation Valve Loop #489,PID-MRPL-FCCU-489-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),8,900# RTJ,1393,964,364,296,SIL-2,1oo2,0.96,0.0,1.0,0.0,1.0,Fail Locked (FL),TRUE,2024-06-17,2025-06-17,CRITICAL (Immediate Turnaround Recalibration),Er. Sunita Patil (EMP-2490)
01-XV-490C,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Emergency Shutdown (ESD) Valve Loop #490,PID-MRPL-CDU-490-REV4.2,Emergency Shutdown (ESD) Valve,Status,Trip Action Fast Stroke,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,30,150# RF,1393,1011,353,277,SIL-3,2oo3,0.98,0.0,1.0,0.0,1.0,Fail Closed (FC),TRUE,2024-10-19,2025-10-19,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
05-VT-491D,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Bearing Vibration Accelerometer Loop #491,PID-MRPL-SRU-491-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,24,600# RF,844,549,171,132,SIL-2,1oo2,2.12,1.0,4.5,0.5,7.0,N/A,TRUE,2024-04-03,2025-04-03,ALERT (Scheduled Inspection Window),Er. M. B. Nayak (EMP-4102)
04-SV-492A,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU ASME VIII Safety Relief Valve Loop #492,PID-MRPL-HGU-492-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,24,2500# RTJ,707,501,342,260,Non-SIL,1oo1,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-12-18,2025-12-18,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
06-VT-493B,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Bearing Vibration Accelerometer Loop #493,PID-MRPL-PPU-493-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,48,2500# RTJ,1457,1178,233,204,SIL-2,1oo2,2.18,1.0,4.5,0.5,7.0,N/A,TRUE,2024-05-09,2025-05-09,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
06-MOV-494C,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Motor Operated Isolation Valve Loop #494,PID-MRPL-PPU-494-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),36,300# RF,1849,1378,513,415,SIL-3,2oo3,1.06,0.0,1.0,0.0,1.0,Fail Locked (FL),TRUE,2024-05-01,2025-05-01,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
04-VT-495D,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Bearing Vibration Accelerometer Loop #495,PID-MRPL-HGU-495-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,6,600# RF,1365,977,183,160,SIL-1,1oo1,2.26,1.0,4.5,0.5,7.0,N/A,FALSE,2024-11-10,2025-11-10,ALERT (Scheduled Inspection Window),Er. S. P. Hegde (EMP-2914)
05-XV-496A,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Emergency Shutdown (ESD) Valve Loop #496,PID-MRPL-SRU-496-REV4.2,Emergency Shutdown (ESD) Valve,Status,Trip Action Fast Stroke,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,48,300# RF,1408,1183,243,199,SIL-1,1oo1,1.05,0.0,1.0,0.0,1.0,Fail Closed (FC),TRUE,2024-08-24,2025-08-24,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
03-FT-497B,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Flow Transmitter Loop #497,PID-MRPL-FCCU-497-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,16,600# RF,971,644,234,178,SIL-1,1oo1,189.39,130.0,220.0,100.0,245.0,N/A,FALSE,2024-05-01,2025-05-01,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
06-CV-498C,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Pneumatic Control Valve Loop #498,PID-MRPL-PPU-498-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,24,300# RF,460,303,194,154,SIL-1,1oo1,52.12,10.0,90.0,5.0,95.0,Fail Closed (FC),FALSE,2024-07-11,2025-07-11,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
06-XV-499D,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Emergency Shutdown (ESD) Valve Loop #499,PID-MRPL-PPU-499-REV4.2,Emergency Shutdown (ESD) Valve,Status,Trip Action Fast Stroke,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,10,900# RTJ,1488,1044,142,103,SIL-3,2oo3,1.06,0.0,1.0,0.0,1.0,Fail Closed (FC),TRUE,2024-04-09,2025-04-09,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
02-LT-500A,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Level Radar Transmitter Loop #500,PID-MRPL-DHDT-500-REV4.2,Level Radar Transmitter,%,0 - 100 %,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,6,300# RF,1668,1307,522,455,SIL-2,1oo2,53.26,35.0,75.0,20.0,85.0,N/A,TRUE,2025-01-05,2026-01-05,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
02-VT-501B,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Bearing Vibration Accelerometer Loop #501,PID-MRPL-DHDT-501-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,16,1500# RTJ,671,524,372,305,SIL-3,2oo3,2.2,1.0,4.5,0.5,7.0,N/A,TRUE,2024-09-02,2025-09-02,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
06-CV-502C,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Pneumatic Control Valve Loop #502,PID-MRPL-PPU-502-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,20,150# RF,1172,978,310,256,SIL-2,1oo2,47.74,10.0,90.0,5.0,95.0,Fail Closed (FC),TRUE,2024-11-04,2025-11-04,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
07-TT-503D,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Temperature Transmitter Loop #503,PID-MRPL-SPM-503-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,16,150# RF,1411,1085,457,389,SIL-1,1oo1,374.86,310.0,385.0,270.0,410.0,N/A,FALSE,2024-05-26,2025-05-26,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
08-AT-504A,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Online Gas Analyzer (H2S/O2/CO) Loop #504,PID-MRPL-SWRO-504-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,2,1500# RTJ,1262,893,425,311,Non-SIL,1oo1,5.22,0.0,15.0,0.0,50.0,N/A,FALSE,2024-07-29,2025-07-29,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
03-TT-505B,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Temperature Transmitter Loop #505,PID-MRPL-FCCU-505-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,48,1500# RTJ,1511,1114,525,454,SIL-2,1oo2,355.64,310.0,385.0,270.0,410.0,N/A,TRUE,2024-06-14,2025-06-14,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
